n,p,n_threads,max_cluster_size,num_clusters,rperc,cperc,perc_time,join_time,total_time
100,0.100000,1,761,8,0,0,0.002820,0.000011,0.003299
100,0.100000,1,797,6,0,0,0.004676,0.000015,0.005588
100,0.100000,1,815,5,0,0,0.003513,0.000011,0.005383
100,0.100000,1,837,6,0,0,0.003018,0.000009,0.004233
100,0.100000,1,773,6,0,0,0.004000,0.000011,0.004961
100,0.100000,1,821,8,0,0,0.003123,0.000001,0.003361
100,0.100000,1,766,6,0,0,0.003205,0.000000,0.003564
100,0.100000,1,817,6,0,0,0.003039,0.000010,0.003349
100,0.100000,1,813,6,0,0,0.002870,0.000007,0.003140
100,0.100000,1,770,7,0,0,0.002911,0.000012,0.003215
100,0.100000,1,793,6,0,0,0.004260,0.000013,0.004573
100,0.100000,1,830,7,0,0,0.003839,0.000009,0.004217
100,0.100000,1,781,5,0,0,0.003051,0.000008,0.003470
100,0.100000,1,781,5,0,0,0.002835,0.000010,0.003100
100,0.100000,1,781,5,0,0,0.003558,0.000011,0.003840
100,0.100000,1,781,5,0,0,0.003055,0.000010,0.003702
100,0.100000,1,781,5,0,0,0.002882,0.000010,0.003158
100,0.100000,1,781,5,0,0,0.003029,0.000012,0.003314
100,0.100000,1,781,5,0,0,0.004243,0.000012,0.004522
100,0.100000,1,781,5,0,0,0.004615,0.000014,0.004997
100,0.100000,1,834,6,0,0,0.002982,0.000009,0.003251
100,0.100000,1,834,6,0,0,0.002909,0.000007,0.003182
100,0.100000,1,834,6,0,0,0.002924,0.000009,0.003200
100,0.100000,1,834,6,0,0,0.002938,0.000010,0.003213
100,0.100000,1,834,6,0,0,0.002969,0.000014,0.003239
100,0.100000,1,834,6,0,0,0.003005,0.000012,0.003345
100,0.100000,1,834,6,0,0,0.003034,0.000012,0.003299
100,0.100000,1,834,6,0,0,0.002943,0.000009,0.003203
100,0.100000,1,834,6,0,0,0.002920,0.000008,0.003183
100,0.100000,1,834,6,0,0,0.002924,0.000008,0.003186
100,0.100000,1,834,6,0,0,0.003111,0.000007,0.003384
100,0.100000,1,834,6,0,0,0.003111,0.000010,0.003475
100,0.100000,1,834,6,0,0,0.003351,0.000020,0.003662
100,0.100000,1,834,6,0,0,0.002911,0.000007,0.003175
100,0.100000,1,834,6,0,0,0.003508,0.000012,0.003784
100,0.100000,1,834,6,0,0,0.002984,0.000008,0.003240
100,0.100000,1,834,6,0,0,0.002949,0.000008,0.003216
100,0.100000,1,834,6,0,0,0.002895,0.000006,0.003156
100,0.100000,1,834,6,0,0,0.003067,0.000010,0.003347
100,0.100000,1,834,6,0,0,0.002917,0.000008,0.003186
